"","INDEX","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","TARGET_FLAG","TARGET_AMT"
"136",693,NA,0,33,3,7,"","No","$147,326","Yes","z_F","<High School","z_Blue Collar",38,"Private","$22,520",5,"Minivan","no","$3,075",1,"No",6,1,"Highly Urban/ Urban","NO",0
"137",698,NA,0,48,0,11,"$26,875","No","$0","z_No","M","z_High School","Clerical",18,"Commercial","$10,450",1,"Pickup","no","$3,830",1,"No",8,6,"Highly Urban/ Urban","YES",5206.25431556493
"138",699,NA,1,42,3,11,"$99,269","Yes","$306,012","z_No","M","Bachelors","Professional",34,"Commercial","$25,910",7,"Panel Truck","yes","$45,894",2,"Yes",1,10,"Highly Urban/ Urban","YES",3353.76590487417
"139",700,NA,0,50,0,11,"$102,262","No","$0","z_No","M","z_High School","z_Blue Collar",39,"Commercial","$16,730",14,"Van","yes","$0",0,"No",0,8,"z_Highly Rural/ Rural","NO",0
"140",704,NA,0,53,0,2,"$13,753","No","$0","z_No","z_F","<High School","Home Maker",49,"Private","$2,880",4,"Sports Car","no","$0",0,"No",1,NA,"z_Highly Rural/ Rural","NO",0
"141",707,NA,0,49,0,9,"$60,368","No","$170,643","Yes","M","Bachelors","Manager",16,"Private","$6,400",4,"Pickup","no","$0",0,"No",0,4,"Highly Urban/ Urban","NO",0
"142",708,NA,0,21,1,8,"$18,483","Yes","$0","z_No","z_F","z_High School","Clerical",20,"Private","$8,150",1,"Sports Car","no","$7,781",2,"No",3,1,"Highly Urban/ Urban","YES",3828.82035025066
"143",709,NA,0,50,0,9,"$58,628","No","$0","z_No","M","Masters","Lawyer",14,"Private","$12,360",1,"Minivan","yes","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"144",713,NA,0,53,0,0,"$0","No","$105,085","Yes","M","Masters","Home Maker",31,"Private","$6,800",11,"Pickup","yes","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"145",714,NA,0,49,0,2,"$81,280","No","$241,420","Yes","M","Bachelors","Professional",24,"Private","$14,530",1,"Minivan","no","$0",0,"No",0,6,"Highly Urban/ Urban","NO",0
"146",716,NA,1,38,2,13,"$38,317","No","$125,157","Yes","z_F","PhD","Doctor",44,"Private","$1,500",1,"Sports Car","no","$2,896",1,"No",8,8,"Highly Urban/ Urban","YES",5554.2351105389
"147",718,NA,0,53,0,11,"$70,026","No","$0","z_No","z_F","Masters","Lawyer",39,"Private","$18,780",10,"Pickup","no","$0",0,"No",0,11,"Highly Urban/ Urban","NO",0
"148",722,NA,0,49,0,8,"","No","$0","z_No","M","Masters","Lawyer",26,"Private","$12,910",4,"Minivan","no","$0",0,"No",0,17,"Highly Urban/ Urban","NO",0
"149",729,NA,0,48,0,8,"$134,140","No","$0","z_No","M","PhD","Manager",34,"Commercial","$30,240",1,"Panel Truck","no","$7,478",2,"No",6,13,"Highly Urban/ Urban","NO",0
"150",731,NA,0,53,0,13,"","No","$499,433","Yes","M","PhD","Doctor",26,"Private","$14,610",6,"Minivan","no","$0",0,"No",0,5,"Highly Urban/ Urban","NO",0
"151",733,NA,0,51,0,4,"$72,453","No","$0","z_No","z_F","PhD","Doctor",52,"Private","$13,850",1,"z_SUV","no","$2,847",4,"No",7,15,"Highly Urban/ Urban","YES",3256.7606464442
"152",746,NA,2,37,2,5,"","No","$235,987","Yes","M","Bachelors","Clerical",50,"Private","$11,270",1,"Minivan","yes","$0",0,"No",3,1,"Highly Urban/ Urban","NO",0
"153",747,NA,0,26,3,13,"$14,822","Yes","","z_No","z_F","<High School","Clerical",5,"Private","$8,830",10,"Sports Car","no","$7,486",3,"No",9,1,"Highly Urban/ Urban","YES",5431.22916428977
"154",748,NA,0,47,0,0,"$0","No","$56,266","Yes","z_F","Bachelors","Home Maker",32,"Private","$6,200",1,"z_SUV","no","$0",0,"Yes",0,1,"Highly Urban/ Urban","NO",0
"155",753,NA,0,48,0,13,"$78,966","No","$0","z_No","z_F","Bachelors","Professional",39,"Private","$21,420",6,"Sports Car","no","$0",0,"No",3,8,"Highly Urban/ Urban","NO",0
"156",757,NA,0,51,0,13,"$51,513","No","$0","z_No","M","Masters","Lawyer",42,"Private","$6,650",4,"Minivan","no","$33,388",2,"Yes",4,17,"Highly Urban/ Urban","YES",2182.02586253683
"157",763,NA,0,33,0,11,"","No","$122,916","z_No","z_F","z_High School","Home Maker",47,"Private","$12,400",20,"Minivan","no","$5,531",2,"No",6,1,"z_Highly Rural/ Rural","NO",0
"158",767,NA,0,58,0,12,"$69,282","No","$295,989","Yes","M","Bachelors","Professional",47,"Private","$10,520",6,"Pickup","no","$1,142",1,"No",0,13,"Highly Urban/ Urban","NO",0
"159",774,NA,0,30,0,10,"$27,803","No","$0","z_No","z_F","z_High School","Clerical",41,"Private","$7,280",4,"Minivan","no","$6,322",2,"No",5,8,"Highly Urban/ Urban","YES",2815.76847700936
"160",776,NA,0,50,0,8,"$34,611","No","$0","z_No","z_F","z_High School","Clerical",47,"Private","$12,760",1,"Minivan","no","$3,908",2,"No",4,8,"Highly Urban/ Urban","YES",2299.04317205718
"161",788,NA,0,47,0,12,"$55,019","No","$206,801","Yes","z_F","Bachelors","Professional",51,"Private","$18,110",4,"z_SUV","no","$9,085",2,"No",1,9,"Highly Urban/ Urban","NO",0
"162",794,NA,0,42,1,11,"$200,928","No","$513,817","Yes","M","PhD","Manager",25,"Commercial","$5,600",1,"Pickup","no","$4,020",1,"No",2,14,"Highly Urban/ Urban","NO",0
"163",799,NA,0,33,1,12,"$92,060","Yes","$0","z_No","z_F","Bachelors","Professional",24,"Private","$14,010",5,"z_SUV","no","$0",0,"No",0,10,"Highly Urban/ Urban","NO",0
"164",803,NA,0,36,0,11,"$48,901","No","$210,300","Yes","M","z_High School","Manager",5,"Private","$5,100",1,"Pickup","no","$3,805",3,"No",0,9,"Highly Urban/ Urban","NO",0
"165",806,NA,3,38,3,9,"$38,212","Yes","$160,245","z_No","M","Bachelors","Clerical",61,"Commercial","$22,320",1,"Van","yes","$4,326",4,"No",6,13,"z_Highly Rural/ Rural","NO",0
"166",807,NA,0,36,1,10,"$100,095","Yes","$0","z_No","z_F","Masters","Lawyer",15,"Private","$17,520",1,"z_SUV","no","$0",0,"No",0,19,"Highly Urban/ Urban","NO",0
"167",811,NA,0,56,0,8,"$42,834","No","$146,455","Yes","M","Bachelors","z_Blue Collar",29,"Commercial","$22,760",4,"Panel Truck","yes","$0",0,"No",5,8,"z_Highly Rural/ Rural","NO",0
"168",816,NA,0,37,3,15,"$130,123","No","","Yes","z_F","Bachelors","z_Blue Collar",59,"Commercial","$32,260",4,"Minivan","no","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"169",818,NA,0,57,0,13,"$27,281","No","$198,619","Yes","z_F","z_High School","Home Maker",24,"Private","$22,470",4,"z_SUV","no","$0",0,"Yes",1,1,"Highly Urban/ Urban","NO",0
"170",819,NA,0,37,4,11,"$34,622","No","$188,514","Yes","M","Masters","Professional",30,"Private","$20,170",6,"Van","no","$7,875",1,"No",0,NA,"Highly Urban/ Urban","NO",0
"171",831,NA,1,38,3,15,"$57,925","No","$144,063","Yes","M","<High School","z_Blue Collar",16,"Private","$30,770",6,"Minivan","yes","$0",0,"No",0,6,"Highly Urban/ Urban","NO",0
"172",835,NA,1,39,3,17,"$25,846","No","$107,211","Yes","M","z_High School","Clerical",68,"Commercial","$26,850",10,"Panel Truck","yes","$0",0,"No",3,7,"Highly Urban/ Urban","YES",2769.39799430464
"173",837,NA,0,43,2,13,"$126,496","No","","Yes","M","Masters","",22,"Commercial","$26,980",7,"Panel Truck","yes","$0",0,"No",5,16,"Highly Urban/ Urban","NO",0
"174",841,NA,1,41,1,11,"$182,782","Yes","$0","z_No","M","PhD","",36,"Commercial","$23,880",3,"Panel Truck","no","$5,639",2,"Yes",5,14,"Highly Urban/ Urban","YES",4370.48824063384
"175",846,NA,0,28,4,12,"$94,675","Yes","$291,876","z_No","M","Masters","",47,"Private","$10,320",6,"Pickup","no","$0",0,"No",3,17,"Highly Urban/ Urban","NO",0
"176",856,NA,0,47,0,0,"$0","No","$67,647","Yes","z_F","Bachelors","Home Maker",19,"Private","$6,200",9,"z_SUV","no","$23,972",2,"Yes",1,9,"Highly Urban/ Urban","NO",0
"177",861,NA,0,38,0,12,"","No","$122,423","Yes","M","<High School","Clerical",35,"Commercial","$32,460",1,"Panel Truck","yes","$1,414",2,"No",4,1,"Highly Urban/ Urban","NO",0
"178",862,NA,0,53,0,11,"$27,045","No","$161,922","Yes","M","Bachelors","Clerical",54,"Commercial","$6,800",6,"Pickup","no","$6,523",3,"No",4,7,"Highly Urban/ Urban","NO",0
"179",863,NA,0,48,0,11,"$75,984","No","$0","z_No","z_F","z_High School","z_Blue Collar",42,"Commercial","$37,310",1,"Sports Car","no","$40,386",3,"Yes",1,2,"Highly Urban/ Urban","YES",4834.21137669948
"180",865,NA,0,48,0,12,"$88,745","No","$241,555","Yes","z_F","z_High School","z_Blue Collar",55,"Commercial","$7,050",1,"z_SUV","no","$1,031",2,"No",5,12,"Highly Urban/ Urban","YES",2308.33099410302
"181",871,NA,0,44,2,14,"$26,377","Yes","$169,045","z_No","M","z_High School","Clerical",30,"Private","$8,540",1,"Minivan","yes","$4,236",3,"No",3,1,"Highly Urban/ Urban","YES",2739.7394953646
"182",879,NA,0,54,0,6,"$73,663","No","$268,990","Yes","M","Bachelors","Professional",14,"Commercial","$41,310",7,"Panel Truck","no","$36,700",1,"Yes",3,5,"Highly Urban/ Urban","NO",0
"183",880,NA,0,55,0,15,"$87,426","No","$286,182","Yes","M","Bachelors","z_Blue Collar",41,"Private","$8,410",4,"Pickup","no","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"184",881,NA,0,41,2,12,"$10,758","No","$92,197","Yes","z_F","Masters","Home Maker",41,"Commercial","$22,210",7,"Pickup","no","$0",0,"No",2,12,"Highly Urban/ Urban","NO",0
"185",885,NA,0,57,0,12,"$210,811","No","$0","z_No","M","Masters","",7,"Commercial","$28,280",1,"Panel Truck","yes","$3,542",1,"No",4,17,"Highly Urban/ Urban","NO",0
"186",887,NA,0,48,0,8,"$75,914","No","$0","z_No","z_F","Bachelors","Professional",51,"Private","$13,240",1,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"187",892,NA,0,43,0,11,"$90,213","No","$293,850","Yes","M","PhD","Doctor",21,"Private","$16,210",4,"Van","yes","$0",0,"No",0,NA,"Highly Urban/ Urban","NO",0
"188",898,NA,0,47,0,11,"$93,658","No","$303,850","Yes","M","Masters","Lawyer",37,"Private","$6,200",5,"Minivan","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"189",900,NA,0,55,0,NA,"$34,466","No","$152,288","z_No","z_F","z_High School","Clerical",32,"Private","$17,080",7,"Minivan","no","$0",0,"No",1,1,"Highly Urban/ Urban","NO",0
"190",904,NA,0,48,0,10,"$173,279","No","$0","z_No","z_F","PhD","Doctor",27,"Private","$22,390",4,"Van","no","$7,357",2,"No",8,1,"Highly Urban/ Urban","YES",4763.60359359728
"191",906,NA,0,41,1,0,"$0","No","$65,804","Yes","z_F","<High School","Home Maker",31,"Private","$5,600",1,"z_SUV","no","$7,792",3,"No",2,1,"Highly Urban/ Urban","YES",1735.54008362661
"192",910,NA,2,42,3,17,"$28,916","No","$115,937","Yes","z_F","<High School","Clerical",43,"Private","$8,300",4,"Sports Car","no","$958",1,"No",4,7,"Highly Urban/ Urban","YES",2590.724458995
"193",912,NA,0,32,2,7,"","Yes","$466,804","z_No","M","PhD","",43,"Commercial","$30,470",10,"Panel Truck","yes","$6,042",3,"No",0,14,"Highly Urban/ Urban","NO",0
"194",913,NA,0,34,3,9,"$23,439","No","$113,409","Yes","z_F","z_High School","Clerical",38,"Private","$7,240",4,"Minivan","no","$0",0,"Yes",1,6,"Highly Urban/ Urban","NO",0
"195",919,NA,0,46,0,11,"$68,126","No","$214,584","Yes","z_F","Bachelors","Professional",52,"Private","$21,160",1,"Minivan","no","$0",0,"No",0,6,"Highly Urban/ Urban","NO",0
"196",924,NA,0,50,0,0,"$0","No","$0","z_No","z_F","z_High School","Home Maker",37,"Private","$6,500",3,"Sports Car","no","$0",0,"No",0,1,"Highly Urban/ Urban","YES",1603.98514527907
"197",925,NA,0,43,1,8,"$23,921","Yes","$0","z_No","z_F","z_High School","Clerical",25,"Private","$14,070",21,"Sports Car","no","$3,805",1,"No",2,1,"Highly Urban/ Urban","YES",2737.33627228242
"198",930,NA,0,47,0,11,"$78,953","No","$233,925","Yes","M","Bachelors","z_Blue Collar",23,"Commercial","$17,410",4,"Van","yes","$0",0,"No",1,8,"Highly Urban/ Urban","NO",0
"199",940,NA,0,46,0,10,"$107,872","No","$324,375","Yes","z_F","Masters","Lawyer",35,"Private","$12,290",4,"Sports Car","no","$4,784",3,"No",3,11,"Highly Urban/ Urban","NO",0
"200",941,NA,0,56,0,14,"$13,692","No","$134,847","Yes","z_F","z_High School","Home Maker",28,"Private","$35,620",1,"z_SUV","no","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"201",946,NA,0,40,0,12,"$74,117","No","$252,030","Yes","z_F","Masters","",24,"Commercial","$28,620",1,"Van","no","$5,784",1,"No",0,NA,"Highly Urban/ Urban","NO",0
"202",949,NA,0,38,0,11,"$71,263","No","$193,720","Yes","z_F","Bachelors","z_Blue Collar",34,"Commercial","$14,980",9,"z_SUV","no","$29,447",1,"Yes",0,9,"Highly Urban/ Urban","YES",2078.07251000358
"203",951,NA,1,36,1,11,"$109,631","No","$277,683","Yes","z_F","Bachelors","z_Blue Collar",15,"Commercial","$29,960",10,"Minivan","no","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"204",962,NA,0,30,0,10,"$37,614","No","$165,402","Yes","M","z_High School","z_Blue Collar",75,"Commercial","$16,170",6,"Minivan","yes","$0",0,"No",1,1,"z_Highly Rural/ Rural","NO",0
"205",966,NA,0,42,0,7,"$2,763","No","$0","Yes","M","z_High School","Student",44,"Commercial","$7,230",4,"Pickup","no","$0",0,"No",0,9,"z_Highly Rural/ Rural","NO",0
"206",967,NA,0,54,0,7,"$91,916","No","$266,099","Yes","z_F","Bachelors","Professional",42,"Private","$16,090",1,"z_SUV","no","$0",0,"No",0,9,"z_Highly Rural/ Rural","NO",0
"207",971,NA,1,39,1,12,"","Yes","$0","z_No","M","<High School","Clerical",40,"Commercial","$5,400",6,"Pickup","yes","$0",0,"No",4,1,"Highly Urban/ Urban","YES",3572.79698562455
"208",981,NA,0,54,0,9,"$94,995","No","$301,004","Yes","z_F","PhD","Clerical",42,"Commercial","$33,700",7,"Minivan","yes","$5,172",1,"No",6,10,"z_Highly Rural/ Rural","NO",0
"209",982,NA,1,36,2,9,"$21,873","Yes","$118,100","z_No","M","<High School","Clerical",27,"Private","$7,290",6,"Minivan","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"210",983,NA,0,48,0,5,"$92,868","No","$256,927","Yes","z_F","Masters","Manager",39,"Private","$15,590",7,"z_SUV","no","$0",0,"No",2,9,"Highly Urban/ Urban","NO",0
"211",984,NA,0,53,0,10,"$185,291","No","$475,137","Yes","z_F","PhD","Manager",49,"Private","$22,070",17,"Pickup","no","$0",0,"No",3,12,"Highly Urban/ Urban","NO",0
"212",989,NA,0,48,0,12,"$59,334","No","$208,034","z_No","M","Bachelors","z_Blue Collar",50,"Private","$12,230",3,"Minivan","yes","$0",0,"No",3,11,"Highly Urban/ Urban","NO",0
"213",990,NA,0,38,0,11,"$48,207","No","$179,539","z_No","z_F","z_High School","Clerical",38,"Private","$10,120",3,"z_SUV","no","$1,842",3,"No",4,8,"Highly Urban/ Urban","YES",2263.96953739348
"214",992,NA,0,45,0,10,"$96,708","No","$272,829","Yes","z_F","Bachelors","z_Blue Collar",29,"Commercial","$7,880",4,"z_SUV","no","$4,148",2,"No",7,9,"Highly Urban/ Urban","YES",3212.76425797046
"215",995,NA,0,30,0,0,"$0","No","$0","z_No","z_F","z_High School","Home Maker",18,"Private","$1,500",10,"Sports Car","no","$0",0,"No",0,7,"z_Highly Rural/ Rural","NO",0
"216",996,NA,0,46,0,10,"$134,752","No","$0","z_No","M","Masters","",30,"Commercial","$29,930",4,"Panel Truck","no","$3,722",2,"No",1,13,"Highly Urban/ Urban","NO",0
"217",998,NA,1,45,1,10,"$39,032","Yes","$209,556","z_No","z_F","Bachelors","Manager",43,"Private","$10,520",1,"Sports Car","no","$0",0,"No",1,11,"Highly Urban/ Urban","NO",0
"218",1001,NA,0,28,2,12,"$56,943","Yes","$0","z_No","M","z_High School","Clerical",60,"Private","$5,810",6,"Minivan","no","$0",0,"No",0,10,"z_Highly Rural/ Rural","NO",0
"219",1007,NA,0,44,0,12,"$87,190","No","$260,524","Yes","M","Masters","",36,"Commercial","$24,900",3,"Panel Truck","yes","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"220",1008,NA,0,52,0,14,"$284,898","No","$645,241","Yes","M","PhD","Manager",33,"Commercial","$35,190",3,"Panel Truck","yes","$0",0,"No",0,19,"Highly Urban/ Urban","NO",0
"221",1016,NA,0,47,0,7,"$28,654","No","$144,131","z_No","M","z_High School","Professional",22,"Private","$10,990",1,"Pickup","yes","$0",0,"No",2,8,"z_Highly Rural/ Rural","NO",0
"222",1022,NA,0,45,1,15,"$91,898","No","$318,207","Yes","M","Masters","Lawyer",47,"Private","$16,190",14,"Minivan","yes","$0",0,"No",2,11,"Highly Urban/ Urban","NO",0
"223",1027,NA,2,36,3,6,"$26,011","No","$133,863","Yes","M","<High School","z_Blue Collar",41,"Private","$18,290",6,"Minivan","no","$0",0,"Yes",0,1,"Highly Urban/ Urban","NO",0
"224",1032,NA,0,39,0,11,"$107,949","No","$273,486","z_No","z_F","Bachelors","Professional",49,"Private","$7,330",10,"z_SUV","no","$8,043",2,"No",6,11,"Highly Urban/ Urban","NO",0
"225",1033,NA,1,52,1,12,"$50,726","Yes","$220,288","z_No","M","Bachelors","Manager",12,"Private","$1,500",7,"Minivan","no","$0",0,"No",0,10,"Highly Urban/ Urban","NO",0
"226",1041,NA,0,40,0,11,"$4,404","No","$0","z_No","z_F","Masters","Home Maker",54,"Private","$10,400",4,"Minivan","no","$21,205",2,"No",1,17,"Highly Urban/ Urban","NO",0
"227",1065,NA,0,31,2,7,"$35,053","Yes","$125,625","z_No","M","z_High School","z_Blue Collar",28,"Commercial","$12,860",10,"Minivan","yes","$0",0,"Yes",1,1,"Highly Urban/ Urban","YES",2963.15035133345
"228",1074,NA,0,38,0,8,"$44,575","No","$164,145","Yes","z_F","Bachelors","Professional",31,"Private","$9,760",11,"z_SUV","no","$3,787",4,"Yes",4,6,"Highly Urban/ Urban","NO",0
"229",1075,NA,0,47,0,11,"$30,452","No","$150,468","Yes","M","<High School","z_Blue Collar",34,"Commercial","$21,210",1,"Van","yes","$0",0,"No",0,8,"Highly Urban/ Urban","NO",0
"230",1081,NA,0,39,2,14,"$28,846","No","$151,789","Yes","z_F","Bachelors","z_Blue Collar",16,"Private","$26,370",1,"z_SUV","no","$0",0,"No",2,8,"Highly Urban/ Urban","NO",0
"231",1094,NA,0,48,0,13,"$144,515","No","$378,420","Yes","M","Masters","Lawyer",48,"Private","$20,750",10,"Minivan","no","$3,751",1,"No",0,21,"Highly Urban/ Urban","NO",0
"232",1099,NA,0,45,0,NA,"$0","No","$0","z_No","M","Bachelors","Student",22,"Commercial","$14,510",1,"Minivan","no","$0",0,"No",3,8,"z_Highly Rural/ Rural","NO",0
"233",1105,NA,0,41,2,15,"$97,679","Yes","$273,142","z_No","M","Bachelors","z_Blue Collar",22,"Commercial","$12,850",1,"Minivan","yes","$38,815",3,"No",6,1,"Highly Urban/ Urban","NO",0
"234",1123,NA,0,55,0,12,"$133,966","No","$342,198","Yes","z_F","PhD","Lawyer",8,"Private","$29,170",6,"z_SUV","no","$34,507",2,"Yes",0,13,"Highly Urban/ Urban","NO",0
"235",1135,NA,0,63,0,17,"$86,078","No","$319,488","Yes","z_F","Bachelors","Professional",13,"Private","$20,960",4,"Sports Car","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"236",1142,NA,0,49,0,12,"$24,513","No","$148,422","Yes","M","<High School","z_Blue Collar",27,"Private","$8,850",1,"Minivan","yes","$1,263",1,"No",1,1,"Highly Urban/ Urban","NO",0
"237",1155,NA,0,46,0,12,"$103,455","No","$286,457","z_No","M","Masters","Lawyer",21,"Private","$13,050",1,"Minivan","yes","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"238",1169,NA,0,45,0,NA,"$19,599","No","$134,906","z_No","z_F","Bachelors","Home Maker",43,"Private","$10,740",6,"Minivan","no","$0",0,"No",2,1,"z_Highly Rural/ Rural","NO",0
"239",1176,NA,0,46,0,9,"$107,006","No","$342,272","Yes","M","Masters","Manager",7,"Private","$16,800",16,"Van","yes","$0",0,"No",4,15,"Highly Urban/ Urban","NO",0
"240",1178,NA,0,53,0,13,"$80,023","No","$246,532","Yes","z_F","Bachelors","z_Blue Collar",58,"Commercial","$20,990",4,"Sports Car","no","$29,379",2,"Yes",5,9,"Highly Urban/ Urban","YES",2916.70947262804
"241",1180,NA,0,35,0,10,"$57,241","No","$0","z_No","M","<High School","Clerical",36,"Private","$11,050",4,"Minivan","yes","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"242",1184,NA,0,35,0,11,"$122,150","No","","Yes","z_F","Masters","Lawyer",41,"Private","$26,820",4,"z_SUV","no","$0",0,"No",2,12,"Highly Urban/ Urban","NO",0
"243",1185,NA,2,56,2,17,"$28,088","Yes","$154,530","z_No","M","Bachelors","Clerical",46,"Private","$9,910",1,"Minivan","yes","$1,157",1,"No",3,1,"Highly Urban/ Urban","YES",3934.22010617629
"244",1193,NA,0,40,0,11,"$49,978","No","$240,143","Yes","M","Masters","",40,"Commercial","$21,160",3,"Van","yes","$0",0,"No",2,15,"Highly Urban/ Urban","NO",0
"245",1196,NA,0,51,0,5,"$94,454","No","$0","z_No","M","Bachelors","Professional",30,"Private","$14,370",3,"Minivan","no","$5,399",1,"No",0,9,"Highly Urban/ Urban","NO",0
"246",1199,NA,0,48,0,0,"$0","No","$0","z_No","z_F","<High School","Student",5,"Private","$9,060",1,"z_SUV","no","$0",0,"No",2,1,"Highly Urban/ Urban","NO",0
"247",1203,NA,0,37,2,13,"$31,725","No","$148,396","Yes","z_F","Masters","Lawyer",32,"Private","$10,860",4,"z_SUV","no","$3,810",3,"No",3,22,"Highly Urban/ Urban","NO",0
"248",1205,NA,1,37,2,10,"$30,843","No","$132,741","Yes","z_F","z_High School","Clerical",33,"Private","$8,280",6,"Sports Car","no","$0",0,"No",1,8,"Highly Urban/ Urban","NO",0
"249",1207,NA,0,39,0,13,"$18,274","No","$0","z_No","z_F","z_High School","Clerical",11,"Private","$7,230",6,"z_SUV","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"250",1208,NA,0,39,0,10,"$31,131","No","$0","z_No","M","z_High School","Clerical",30,"Private","$8,510",6,"Minivan","yes","$37,066",2,"Yes",5,13,"Highly Urban/ Urban","NO",0
"251",1212,NA,0,37,4,0,"","No","$55,527","Yes","z_F","z_High School","Home Maker",5,"Private","$5,700",1,"Sports Car","no","$4,865",1,"No",6,7,"Highly Urban/ Urban","YES",2366.22203226544
"252",1213,NA,0,50,0,12,"$26,748","No","","z_No","M","<High School","z_Blue Collar",25,"Private","$9,170",1,"Pickup","no","$25,089",2,"Yes",1,6,"Highly Urban/ Urban","YES",2107.79255747768
"253",1222,NA,1,57,1,13,"$53,227","No","$204,309","Yes","z_F","Bachelors","Professional",41,"Private","$34,950",6,"Minivan","no","$0",0,"No",0,11,"Highly Urban/ Urban","NO",0
"254",1223,NA,0,45,0,NA,"$55,848","No","$216,312","Yes","M","Bachelors","Clerical",51,"Commercial","$11,580",6,"Pickup","yes","$0",0,"No",1,7,"Highly Urban/ Urban","NO",0
"255",1226,NA,0,55,0,0,"$0","No","$0","z_No","z_F","PhD","Home Maker",36,"Private","$2,950",4,"z_SUV","no","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"256",1227,NA,0,63,0,14,"$51,046","No","$192,050","Yes","z_F","PhD","Doctor",18,"Private","$7,800",1,"Sports Car","no","$14,357",3,"No",5,1,"Highly Urban/ Urban","NO",0
"257",1229,NA,0,47,0,10,"","No","$177,502","Yes","M","z_High School","Clerical",8,"Private","$9,640",10,"Pickup","no","$0",0,"No",1,8,"Highly Urban/ Urban","NO",0
"258",1230,NA,0,44,0,12,"$46,781","No","$0","z_No","z_F","Bachelors","Professional",29,"Private","$17,960",11,"z_SUV","no","$6,545",1,"No",5,15,"Highly Urban/ Urban","NO",0
"259",1231,NA,1,54,1,0,"$0","No","$0","Yes","z_F","Bachelors","Student",37,"Private","$10,600",1,"Sports Car","no","$5,493",3,"No",1,8,"Highly Urban/ Urban","YES",2210.08266445302
